word,answer
portrait (adjective),"ˈpɔː.trət
A portrait computer document is to be printed with the shorter side of the paper at the top and bottom.."
pose (noun),"pəʊz
a particular position in which a person stands, sits, etc. in order to be photographed, painted, etc.."
position (verb),"pəˈzɪʃ.ən
to put something or someone in a particular place."
positive (noun),"ˈpɒz.ə.tɪv
A positive in a situation is a good thing about it."
post-war (adjective),"ˈpəʊst.wɔː
happening or existing in the period after a war, especially the First or Second World War."
pot (verb),"pɒt
to shoot birds or small animals for food, or to shoot (at) them without taking careful aim."
powder (verb),"ˈpaʊ.dər
to put powder on someone's skin."
power (verb),"paʊ.ər
to provide a machine with energy and the ability to operate."
practical (noun),"ˈpræk.tɪ.kəl
a class or exam in a scientific or technical subject in which students do things rather than just write or talk about them."
practice (verb),"ˈpræk.tɪs
US spelling of 
practise ."
pray (adverb),"preɪ
a forceful way of saying ""please""."
preach (verb),"priːtʃ
(especially of a priest or minister in a church) to give a religious speech."
precious (adverb),"ˈpreʃ.əs
very."
precision (noun),"prɪˈsɪʒ.ən
the quality of being exact."
prejudice (verb),"ˈpredʒ.ə.dɪs
Someone or something that prejudices you influences you unfairly so that you form an unreasonable opinion about something."
preliminary (noun),"prɪˈlɪm.ɪ.nər.i
an event or action that introduces or prepares for something else."
premier (noun),"ˈprem.i.ər
(especially used in news reports) the leader of the government of a country, or of a large part of a country."
premier (adjective),"ˈprem.i.ər
best or most important."
premise (verb),"prɪˈmaɪz
to base a theory, argument, etc. on an idea, thought, or belief."
premise (noun),"ˈprem.ɪs
an idea or theory on which a statement or action is based."
premium (noun),"ˈpriː.mi.əm
an amount that is more than usual."
preserve (noun),"prɪˈzɜːv
a food made from fruit or vegetables boiled with sugar and water until it becomes a firm sauce."
preside (verb),"prɪˈzaɪd
to be in charge of a formal meeting, ceremony, or trial."
pressure (verb),"ˈpreʃ.ər
to strongly persuade someone to do something they do not want to do."
pretend (adjective),"prɪˈtend
imaginary or not real."
prevalence (noun),"ˈprev.əl.əns
the fact that something is very common or happens often."
previous (noun),"ˈpriː.vi.əs
If someone has previous, they have been found guilty of one or more crimes in the past. Previous is short for ""previous convictions""."
primary (noun),"ˈpraɪ.mə.ri
in the US, an election in which people choose who will represent a particular party in an election for political office."
prime (noun),"praɪm
the period in your life when you are most active or successful."
prime (verb),"praɪm
to tell someone something that will prepare them for a particular situation."
printing (noun),"ˈprɪn.tɪŋ
the activity or business of producing writing or images on paper or other material with a machine."
prior (noun),"praɪər
a man who is in charge of a priory or who is second in charge of an abbey."
private (noun),"ˈpraɪ.vət
a soldier of the lowest rank in an army."
privatization (noun),"ˌpraɪ.və.taɪˈzeɪ.ʃən
the act of selling an industry, company or service that was owned and controlled by the government, so it becomes privately owned and controlled."
privilege (verb),"ˈprɪv.əl.ɪdʒ
to give an advantage to one person or group of people and not to others."
prize (adjective),"praɪz
A prize animal, flower, or vegetable is one that has won or deserves to win a prize in a competition because it is of very good quality."
prize (verb),"praɪz
to think that someone or something is very valuable or important."
probe (verb),"prəʊb
to try to discover information that other people do not want you to know, by asking questions carefully and not directly."
probe (noun),"prəʊb
an attempt to discover information by asking a lot of questions."
proceeds (noun),"ˈprəʊ.siːdz
the amount of money received from a particular event or activity or when something is sold."
processing (noun),"ˈprəʊ.ses.ɪŋ
the act of dealing with documents or people in an official way."
processor (noun),"ˈprəʊ.ses.ər
the part of a computer that performs operations on the information that is put into it."
proclaim (verb),"prəˈkleɪm
to announce something publicly or officially, especially something positive."
profile (verb),"ˈprəʊ.faɪl
to write or publish a short description of someone's life, work, character, etc.."
program (verb),"ˈprəʊ.ɡræm
to write a series of instructions that make a computer perform a particular operation."
programme (verb),"ˈprəʊ.ɡræm
to tell a device or system to operate in a particular way or at a particular time."
progressive (noun),"prəˈɡres.ɪv
a person who supports new ideas and social change, especially one who belongs to a political party."
project (verb),"prəˈdʒekt
to calculate an amount or number expected in the future from information already known."
prompt (noun),"prɒmpt
a sign on a computer screen that shows that the computer is ready to receive your instructions."
prompt (verb),"prɒmpt
to make something happen."
prompt (adverb),"prɒmpt
at the time stated and no later."
pronounced (adjective),"prəˈnaʊnst
very noticeable or certain."
proof (adjective),"pruːf
of the stated alcoholic strength, a higher number meaning a greater amount of alcohol."
proof (verb),"pruːf
to treat a surface with a substance that will protect it against something, especially water."
proper (adverb),"ˈprɒp.ər
sometimes used instead of the adverb ""properly"" to describe how someone speaks."
properly (adverb),"ˈprɒp.əl.i
correctly, or in a satisfactory way."
proposition (verb),"ˌprɒp.əˈzɪʃ.ən
to ask someone who you are not in a relationship with if they would like to have sex with you."
prospect (verb),"ˈprɒs.pekt
to search for gold, oil, or other valuable substances on or under the surface of the earth."
protest (noun),"ˈprəʊ.test
a strong complaint expressing disagreement, disapproval, or opposition."
protester (noun),"prəˈtes.tər
someone who shows that they disagree with something by standing somewhere, shouting, carrying signs, etc.."
protocol (noun),"ˈprəʊ.tə.kɒl
the system of rules and acceptable behaviour used at official ceremonies and occasions."
proud (adjective),"praʊd
sticking out from the surrounding area."
provincial (adjective),"prəˈvɪn.ʃəl
relating to an area that is governed as part of a country or an empire."
provincial (noun),"prəˈvɪn.ʃəl
a person who comes from somewhere in a country outside its capital city."
provision (verb),"prəˈvɪʒ.ən
to supply someone or something with food and other necessary things."
psychiatric (adjective),"ˌsaɪ.kiˈæt.rɪk
of or relating to the study of mental illness."
publishing (noun),"ˈpʌb.lɪʃ.ɪŋ
the profession or business of producing and selling a book, magazine, or newspaper."
pull (noun),"pʊl
the act of pulling something towards yourself."
pulse (verb),"pʌls
to move or beat with a strong, regular rhythm."
pump (verb),"pʌmp
to force liquid or gas to move somewhere."
punk (noun),"pʌŋk
a culture popular among young people, especially in the late 1970s, involving opposition to authority expressed through shocking behaviour, clothes, and hair, and fast, loud music."
punk (adjective),"pʌŋk
of or relating to punk or punk rockers."
punk (verb),"pʌŋk
to trick or make fun of someone."
pursue (verb),"pəˈsjuː
to follow someone or something, usually to try to catch him, her, or it."
pursuit (noun),"pəˈsjuːt
an activity that you spend time doing, usually when you are not working."
quarter (verb),"ˈkwɔː.tər
to cut something into four parts."
query (verb),"ˈkwɪə.ri
to ask questions, especially in order to check if something is true or correct."
quick (noun),"kwɪk
the area of flesh under your nails."
quick (exclamation),"kwɪk
used for telling someone to do something quickly."
quick (adverb),"kwɪk
quickly."
quiet (verb),"ˈkwaɪ.ət
to (cause someone to) become calmer or less noisy."
quota (noun),"ˈkwəʊ.tə
a fixed, limited amount or number that is officially allowed."
racing (noun),"ˈreɪ.sɪŋ
competition in races."
radar (noun),"ˈreɪ.dɑːr
a system that uses radio waves to find the position of objects that cannot be seen."
radio (verb),"ˈreɪ.di.əʊ
to send a message to someone by radio."
rail (verb),"reɪl
to complain angrily."
raise (noun),"reɪz
an increase in the amount that you are paid for the work you do."
rally (verb),"ˈræl.i
to (cause to) come together in order to provide support or make a shared effort."
random (noun),"ˈræn.dəm
an unknown or unexpected person."
rank (adjective),"ræŋk
(especially of something bad) complete or extreme."
ranking (noun),"ˈræn.kɪŋ
a rank or level, for example in a competition."
ranking (adjective),"ˈræn.kɪŋ
being the officer of highest rank present at a particular time."
rather (adverb),"ˈrɑː.ðər
very; to a large degree."
rather (exclamation),"ˌrɑːˈðɜːr
certainly; yes."
ready (noun),"ˈred.i
prepared to be used or to act immediately."
real (adverb),"rɪəl
very."
reason (verb),"ˈriː.zən
to try to understand and to make judgments based on practical facts."
recall (noun),"rɪˈkɔːl
the ability to remember things."
receiver (noun),"rɪˈsiː.vər
the part of a phone in two parts that you hold to your ear and mouth."
recipient (noun),"rɪˈsɪp.i.ənt
a person who receives something."
record (adjective),"ˈrek.ɔːd
at a higher level than ever achieved before."
recount (verb),"rɪˈkaʊnt
to describe how something happened, or to tell a story."
recover (verb),"rɪˈkʌv.ər
to become completely well again after an illness or injury."
recovery (noun),"rɪˈkʌv.ər.i
the process of becoming well again after an illness or injury."
referee (verb),"ˌref.əˈriː
to be a referee in a game."
