word,answer
litter (verb),"ˈlɪt.ər
to spread across an area or place untidily."
little (adverb),"ˈlɪt.əl
slightly."
little (adjective),"ˈlɪt.əl
small in size or amount."
little (determiner),"ˈlɪt.əl
not much or enough."
little (pronoun),"ˈlɪt.əl
a small amount."
live (adverb),"laɪv
broadcast as it happens; performing or being performed in front of an audience."
live (verb),"lɪv
(to continue) to be alive or have life."
live (adjective),"laɪv
having life."
lively (adjective),"ˈlaɪv.li
full of energy and enthusiasm; interesting and exciting ."
liver (noun),"ˈlɪv.ər
a large organ in the body that cleans the blood and produces bile, or this organ from an animal used as meat."
living (adjective),"ˈlɪv.ɪŋ
alive now."
living (noun),"ˈlɪv.ɪŋ
the money that you earn from your job."
load (verb),"ləʊd
to put a lot of things into a vehicle or machine."
load (noun),"ləʊd
the amount of weight carried, especially by a vehicle, a structure such as a bridge, or an animal."
loan (noun),"ləʊn
an amount of money that is borrowed, often from a bank, and has to be paid back, usually together with an extra amount of money that you have to pay as a charge for borrowing."
loan (verb),"ləʊn
to lend."
lobby (noun),"ˈlɒb.i
a group of people who try to persuade the government or an official group to do something."
lobby (verb),"ˈlɒb.i
to try to persuade a politician, the government, or an official group that a particular thing should or should not happen, or that a law should be changed."
local (adjective),"ˈləʊ.kəl
from, existing in, serving, or responsible for a small area, especially of a country."
local (noun),"ˈləʊ.kəl
a person who lives in the particular small area that you are talking about."
locate (verb),"ləʊˈkeɪt
to be in a particular place."
location (noun),"ləʊˈkeɪ.ʃən
a place or position."
lock (noun),"lɒk
a device that prevents something such as a door from being opened and can only be opened with a key."
lock (verb),"lɒk
to put something in a safe place and fasten the lock."
log (verb),"lɒɡ
to cut down trees so that you can use their wood."
log (noun),"lɒɡ
a thick piece of tree trunk or branch, especially one cut for burning on a fire."
logic (noun),"ˈlɒdʒ.ɪk
a particular way of thinking, especially one that is reasonable and based on good judgment."
logical (adjective),"ˈlɒdʒ.ɪ.kəl
using reason."
logo (noun),"ˈləʊ.ɡəʊ
a design or symbol used by a company to advertise its products."
lonely (adjective),"ˈləʊn.li
unhappy because you are not with other people."
long (noun),"lɒŋ
written abbreviation for
longitude ."
long (verb),"lɒŋ
to want something very much."
long (adverb),"lɒŋ
used to mean ""(for) a long time"", especially in questions and negative sentences."
long (adjective),"lɒŋ
continuing for a large amount of time."
long-standing (adjective),"ˌlɒŋˈstæn.dɪŋ
having existed for a long time."
long-term (adjective),"ˌlɒŋˈtɜːm
continuing a long time into the future."
long-time (adjective),"ˈlɒŋ.taɪm
used to say that someone has been in a particular position for a long period."
look (verb),"lʊk
to direct your eyes in order to see."
look (exclamation),"lʊk
used to express anger."
look (noun),"lʊk
the act of looking at someone or something."
loom (noun),"luːm
a piece of equipment for weaving (= making thread into cloth)."
loom (verb),"luːm
to appear as a large, often frightening or unclear shape or object."
loop (noun),"luːp
the curved shape made when something long and thin, such as a piece of string, bends until one part of it nearly touches or crosses another part of it."
loop (verb),"luːp
to make a loop or curve."
loose (verb),"luːs
to speak or express emotions very freely, especially in an uncontrolled way."
loose (adjective),"luːs
not firmly held or fastened in place."
lord (noun),"lɔːd
a male peer."
lord (verb),"lɔːd
to behave as if you are better than someone and have the right to tell them what to do."
lorry (noun),"ˈlɒr.i
a 
truck ."
lose (verb),"luːz
to no longer have something because you do not know where it is."
loss (noun),"lɒs
the fact that you no longer have something or have less of something."
lost (adjective),"lɒst
not knowing where you are and how to get to a place."
lot (noun),"lɒt
a group of people."
lot (noun),"lɒt
lots (of) a large amount or number of people or things."
lottery (noun),"ˈlɒt.ər.i
a game, often organized by the state or a charity in order to make money, in which tickets with numbers are sold to people who then have a chance of winning a prize if their number is chosen."
loud (adjective),"laʊd
making a lot of noise."
loud (adjective),"laʊd
(of clothes) having unpleasantly bright colours or too strong patterns, or (of a person) demanding attention and talking and laughing loudly."
loudly (adverb),"ˈlaʊd.li
making a lot of noise."
love (verb),"lʌv
to like another adult very much and be romantically and sexually attracted to them, or to have strong feelings of liking a friend or person in your family."
love (noun),"lʌv
the feeling of liking another adult very much and being romantically and sexually attracted to them, or strong feelings of liking a friend or person in your family."
lovely (noun),"ˈlʌv.li
a sexually attractive woman."
lovely (adjective),"ˈlʌv.li
pleasant or enjoyable."
low (adverb),"ləʊ
close to the ground or the bottom of something."
low (verb),"ləʊ
to make the deep, long sound of a cow."
low (noun),"ləʊ
a bad time in someone's life."
low (adjective),"ləʊ
not measuring much from the base to the top."
lower (verb),"ˈləʊ.ər
to move something into a low position."
lower (adjective),"ˈləʊ.ər
positioned below one or more similar things, or of the bottom part of something."
loyal (adjective),"ˈlɔɪ.əl
firm and not changing in your friendship with or support for a person or an organization, or in your belief in your principles."
loyalty (noun),"ˈlɔɪ.əl.ti
the quality of being loyal."
luck (noun),"lʌk
the force that causes things, especially good things, to happen to you by chance and not as a result of your own efforts or abilities."
lucky (adjective),"ˈlʌk.i
having good things happen to you by chance."
lunch (noun),"lʌntʃ
a meal that is eaten in the middle of the day."
lunch (verb),"lʌntʃ
to eat lunch."
lung (noun),"lʌŋ
either of the two organs in the chest with which people and some animals breathe."
luxury (noun),"ˈlʌk.ʃər.i
great comfort, especially as provided by expensive and beautiful things."
lyric (adjective),"ˈlɪr.ɪk
(especially of poetry and songs) expressing personal thoughts and feelings."
lyric (noun),"ˈlɪr.ɪk
the words of a song, especially a pop song."
machine (noun),"məˈʃiːn
a piece of equipment with several moving parts that uses power to do a particular type of work."
machine (verb),"məˈʃiːn
to sew cloth with a sewing machine."
machinery (noun),"məˈʃiː.nər.i
a group of large machines or the parts of a machine that make it work."
mad (adjective),"mæd
a word to describe a person who has a mental illness, which was used by doctors in the past but is now offensive."
magazine (noun),"ˌmæɡ.əˈziːn
a type of thin book with large pages and a paper cover that contains articles and photographs and is published every week or month."
magic (exclamation),"ˈmædʒ.ɪk
used when you think something is very good and you like it a lot."
magic (adjective),"ˈmædʒ.ɪk
with special powers."
magic (noun),"ˈmædʒ.ɪk
the use of special powers to make things happen that would usually be impossible, such as in stories for children."
magical (adjective),"ˈmædʒ.ɪ.kəl
produced by or using magic."
magistrate (noun),"ˈmædʒ.ɪ.streɪt
a person who acts as a judge in a law court that deals with crimes that are less serious."
magnetic (adjective),"mæɡˈnet.ɪk
(of a metal object or material) able to attract objects or materials containing iron or steel."
magnificent (adjective),"mæɡˈnɪf.ɪ.sənt
very good, beautiful, or deserving to be admired."
magnitude (noun),"ˈmæɡ.nɪ.tʃuːd
the large size or importance of something."
mail (noun),"meɪl
the letters, etc. that are sent to or from people, or the system for sending letters, etc. from place to place."
mail (verb),"meɪl
to send a letter, etc. or to email something."
main (adjective),"meɪn
larger, more important, or having more influence than others of the same type."
main (noun),"meɪn
a large pipe that carries water or gas, or a wire carrying electricity, from one place to another, to which a house can be connected."
mainland (adjective),"ˈmeɪn.lænd
relating to or forming the main part of a country or continent, not including the islands around it."
mainly (adverb),"ˈmeɪn.li
usually or to a large degree."
mainstream (verb),"ˈmeɪn.striːm
to make something start to be considered normal."
mainstream (noun),"ˈmeɪn.striːm
the way of life or set of beliefs accepted by most people."
mainstream (adjective),"ˈmeɪn.striːm
considered normal, and having or using ideas, beliefs, etc. that are accepted by most people."
maintain (verb),"meɪnˈteɪn
to continue to have; to keep in existence, or not allow to become less."
maintenance (noun),"ˈmeɪn.tən.əns
the work needed to keep a road, building, machine, etc. in good condition."
major (adjective),"ˈmeɪ.dʒər
more important, bigger, or more serious than others of the same type."
major (noun),"ˈmeɪ.dʒər
an officer of middle rank in the British, US, and many other armed forces."
